symbol,name,currency,summary,category_group,category,exchange,mic
^NQUSL65JPYT,Nasdaq US Large Cap Utilities J,JPY,"The Nasdaq US Large Cap Utilities J Index TR is designed to represent the performance of large-cap companies within the Utilities sector in the United States, denominated in Japanese Yen, with gross dividends reinvested. It is a subset of the broader Nasdaq US Benchmark Index, focusing on companies classified as Utilities. The index aims to provide a benchmark for investors interested in the total return performance of large-cap US Utilities companies, while accounting for currency fluctuations.",Utilities,Utilities,NIM,
^NQUSL65N,Nasdaq US Large Cap Utilities N,USD,"The Nasdaq US Large Cap Utilities N Index is designed to represent the performance of large-cap companies within the Utilities sector in the United States, with net dividends reinvested. It is a subset of the broader Nasdaq US Benchmark Index, focusing on companies classified as Utilities. The index aims to provide a benchmark for investors interested in the performance of large-cap US Utilities companies with net dividends.",Utilities,Utilities,NIM,
^NQUSL65T,Nasdaq US Large Cap Utilities T,USD,"The Nasdaq US Large Cap Utilities T Index is designed to represent the performance of large-cap companies within the Utilities sector in the United States, with gross dividends reinvested. It is a subset of the broader Nasdaq US Benchmark Index, focusing on companies classified as Utilities. The index aims to provide a benchmark for investors interested in the total return performance of large-cap US Utilities companies.",Utilities,Utilities,NIM,
^NQUSLAUD,NASDAQ US Large Cap AUD Index,AUD,"The NASDAQ US Large Cap AUD Index is designed to track the performance of large-capitalization companies in the United States, denominated in Australian Dollars. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the AUD/USD exchange rate.",Equities,Large Cap,NIM,
^NQUSLAUDN,NASDAQ US Large Cap AUD NTR Ind,AUD,"The NASDAQ US Large Cap AUD NTR Ind is designed to track the net total return performance of large-capitalization companies in the United States, denominated in Australian Dollars. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities with net dividends reinvested while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the AUD/USD exchange rate and net dividends.",Equities,Large Cap,NIM,
^NQUSLAUDT,NASDAQ US Large Cap AUD TR Inde,AUD,"The NASDAQ US Large Cap AUD TR Inde is designed to track the total return performance of large-capitalization companies in the United States, denominated in Australian Dollars. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities with gross dividends reinvested while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the AUD/USD exchange rate and gross dividends.",Equities,Large Cap,NIM,
^NQUSLCAD,NASDAQ US Large Cap CAD Index,CAD,"The NASDAQ US Large Cap CAD Index is designed to track the performance of large-capitalization companies in the United States, denominated in Canadian Dollars. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the CAD/USD exchange rate.",Equities,Large Cap,NIM,
^NQUSLCADN,NASDAQ US Large Cap CAD NTR Ind,CAD,"The NASDAQ US Large Cap CAD NTR Ind is designed to track the net total return performance of large-capitalization companies in the United States, denominated in Canadian Dollars. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities with net dividends reinvested while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the CAD/USD exchange rate and net dividends.",Equities,Large Cap,NIM,
^NQUSLCADT,NASDAQ US Large Cap CAD TR Inde,CAD,"The NASDAQ US Large Cap CAD TR Inde is designed to track the total return performance of large-capitalization companies in the United States, denominated in Canadian Dollars. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities with gross dividends reinvested while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the CAD/USD exchange rate and gross dividends.",Equities,Large Cap,NIM,
^NQUSLEUR,NASDAQ US Large Cap EUR Index,EUR,"The NASDAQ US Large Cap EUR Index is designed to track the performance of large-capitalization companies in the United States, denominated in Euros. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the EUR/USD exchange rate.",Equities,Large Cap,NIM,
^NQUSLEURN,NASDAQ US Large Cap EUR NTR Ind,EUR,"The NASDAQ US Large Cap EUR NTR Ind is designed to track the net total return performance of large-capitalization companies in the United States, denominated in Euros. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities with net dividends reinvested while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the EUR/USD exchange rate and net dividends.",Equities,Large Cap,NIM,
^NQUSLEURT,NASDAQ US Large Cap EUR TR Inde,EUR,"The NASDAQ US Large Cap EUR TR Inde is designed to track the total return performance of large-capitalization companies in the United States, denominated in Euros. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities with gross dividends reinvested while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the EUR/USD exchange rate and gross dividends.",Equities,Large Cap,NIM,
^NQUSLG,Nasdaq US Large Cap Growth Inde,USD,The Nasdaq US Large Cap Growth Inde is designed to track the performance of large-capitalization companies in the United States that exhibit growth characteristics. The index uses a variety of growth factors to identify companies with high growth potential. It aims to provide a benchmark for investors seeking exposure to the growth segment of the US large-cap equity market.,Equities,Growth,NIM,
^NQUSLGBP,NASDAQ US Large Cap GBP Index,GBP,"The NASDAQ US Large Cap GBP Index is designed to track the performance of large-capitalization companies in the United States, denominated in British Pounds. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the GBP/USD exchange rate.",Equities,Large Cap,NIM,
^NQUSLGBPN,NASDAQ US Large Cap GBP NTR Ind,GBP,"The NASDAQ US Large Cap GBP NTR Ind is designed to track the net total return performance of large-capitalization companies in the United States, denominated in British Pounds. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities with net dividends reinvested while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the GBP/USD exchange rate and net dividends.",Equities,Large Cap,NIM,
^NQUSLGBPT,NASDAQ US Large Cap GBP TR Inde,GBP,"The NASDAQ US Large Cap GBP TR Inde is designed to track the total return performance of large-capitalization companies in the United States, denominated in British Pounds. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities with gross dividends reinvested while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the GBP/USD exchange rate and gross dividends.",Equities,Large Cap,NIM,
^NQUSLGN,Nasdaq US Large Cap Growth NTR ,USD,The Nasdaq US Large Cap Growth NTR is designed to track the net total return performance of large-capitalization companies in the United States that exhibit growth characteristics. The index uses a variety of growth factors to identify companies with high growth potential and reinvests net dividends. It aims to provide a benchmark for investors seeking exposure to the growth segment of the US large-cap equity market with net dividends.,Equities,Growth,NIM,
^NQUSLGT,Nasdaq US Large Cap Growth TR I,USD,The Nasdaq US Large Cap Growth TR I is designed to track the total return performance of large-capitalization companies in the United States that exhibit growth characteristics. The index uses a variety of growth factors to identify companies with high growth potential and reinvests gross dividends. It aims to provide a benchmark for investors seeking exposure to the growth segment of the US large-cap equity market with gross dividends.,Equities,Growth,NIM,
^NQUSLJPY,NASDAQ US Large Cap JPY Index,JPY,"The NASDAQ US Large Cap JPY Index is designed to track the performance of large-capitalization companies in the United States, denominated in Japanese Yen. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the JPY/USD exchange rate.",Equities,Large Cap,NIM,
^NQUSLJPYN,NASDAQ US Large Cap JPY NTR Ind,JPY,"The NASDAQ US Large Cap JPY NTR Ind is designed to track the net total return performance of large-capitalization companies in the United States, denominated in Japanese Yen. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities with net dividends reinvested while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the JPY/USD exchange rate and net dividends.",Equities,Large Cap,NIM,
^NQUSLJPYT,NASDAQ US Large Cap JPY TR Inde,JPY,"The NASDAQ US Large Cap JPY TR Inde is designed to track the total return performance of large-capitalization companies in the United States, denominated in Japanese Yen. It is a currency-hedged index that aims to provide a benchmark for investors seeking exposure to US large-cap equities with gross dividends reinvested while mitigating currency risk. The index captures the performance of the large-cap segment of the US equity market, adjusted for fluctuations in the JPY/USD exchange rate and gross dividends.",Equities,Large Cap,NIM,
^NQUSLN,NASDAQ US Large Cap Index Net T,USD,"The NASDAQ US Large Cap Index Net T is designed to track the performance of large-capitalization companies in the United States, with net dividends reinvested. The index serves as a benchmark for investors seeking exposure to the large-cap segment of the US equity market. It reflects the performance of these companies, taking into account the reinvestment of net dividends.",Equities,Large Cap,NIM,
^NQUSLSLC,Nasdaq US Large Cap Select Lead,USD,,Equities,Large Cap,NIM,
^NQUSLSLCN,Nasdaq US Large Cap Select Lead,USD,,Equities,Large Cap,NIM,
^NQUSLSLCT,Nasdaq US Large Cap Select Lead,USD,,Equities,Large Cap,NIM,
^NQUSLT,NASDAQ US Large Cap TR Index,USD,"The NASDAQ US Large Cap TR Index is designed to track the total return performance of large-capitalization companies in the United States. The index serves as a benchmark for investors seeking exposure to the large-cap segment of the US equity market. It reflects the performance of these companies, taking into account the reinvestment of gross dividends.",Equities,Large Cap,NIM,
^NQUSLV,Nasdaq US Large Cap Value Index,USD,The Nasdaq US Large Cap Value Index is designed to track the performance of large-capitalization companies in the United States that exhibit value characteristics. The index uses a variety of value factors to identify companies that may be undervalued by the market. It aims to provide a benchmark for investors seeking exposure to the value segment of the US large-cap equity market.,Equities,Value,NIM,
^NQUSLVN,Nasdaq US Large Cap Value NTR I,USD,The Nasdaq US Large Cap Value NTR I is designed to track the net total return performance of large-capitalization companies in the United States that exhibit value characteristics. The index uses a variety of value factors to identify companies that may be undervalued by the market and reinvests net dividends. It aims to provide a benchmark for investors seeking exposure to the value segment of the US large-cap equity market with net dividends.,Equities,Value,NIM,
^NQUSLVT,Nasdaq US Large Cap Value TR In,USD,The Nasdaq US Large Cap Value TR In is designed to track the total return performance of large-capitalization companies in the United States that exhibit value characteristics. The index uses a variety of value factors to identify companies that may be undervalued by the market and reinvests gross dividends. It aims to provide a benchmark for investors seeking exposure to the value segment of the US large-cap equity market with gross dividends.,Equities,Value,NIM,
^NQUSM,NASDAQ US Mid Cap Index,USD,The NASDAQ US Mid Cap Index is designed to track the performance of mid-capitalization companies in the United States. The index serves as a benchmark for investors seeking exposure to the mid-cap segment of the US equity market. It reflects the overall performance of these companies.,Equities,Mid Cap,NIM,
^NQUSM10,Nasdaq US Mid Cap Technology In,USD,"The Nasdaq US Mid Cap Technology In is designed to track the performance of mid-capitalization companies in the United States within the Technology sector. It is a subset of the broader Nasdaq US Mid Cap Index, focusing on companies classified as Technology. The index aims to provide a benchmark for investors interested in the performance of mid-cap US Technology companies.",Information Technology,Technology,NIM,
^NQUSM101010,Nasdaq US Mid Cap Software and ,USD,,Information Technology,Mid Cap,NIM,
^NQUSM10101010,,,,,,,
^NQUSM10101010AUD,,,,,,,
^NQUSM10101010AUDN,,,,,,,
^NQUSM10101010AUDT,,,,,,,
^NQUSM10101010CAD,,,,,,,
^NQUSM10101010CADN,Nasdaq US Mid Cap Computer Serv,CAD,,Information Technology,Mid Cap,NIM,
^NQUSM10101010CADT,,,,,,,
^NQUSM10101010EUR,,,,,,,
^NQUSM10101010EURN,,,,,,,
^NQUSM10101010EURT,Nasdaq US Mid Cap Computer Serv,EUR,,Information Technology,Mid Cap,NIM,
^NQUSM10101010GBP,,,,,,,
^NQUSM10101010GBPN,,,,,,,
^NQUSM10101010GBPT,,,,,,,
^NQUSM10101010JPY,,,,,,,
^NQUSM10101010JPYN,,,,,,,
^NQUSM10101010JPYT,Nasdaq US Mid Cap Computer Serv,JPY,,Information Technology,Mid Cap,NIM,
^NQUSM10101010N,,,,,,,
^NQUSM10101010T,,,,,,,
^NQUSM10101015,Nasdaq US Mid Cap Software Inde,USD,"The Nasdaq US Mid Cap Software Inde is designed to track the performance of mid-capitalization companies in the United States within the Software industry. It is a subset of the broader Nasdaq US Mid Cap Index, focusing on companies classified as Software. The index aims to provide a benchmark for investors interested in the performance of mid-cap US Software companies.",Information Technology,Technology,NIM,
^NQUSM10101015AUD,Nasdaq US Mid Cap Software AUD ,AUD,,Information Technology,Mid Cap,NIM,
^NQUSM10101015AUDN,,,,,,,
^NQUSM10101015AUDT,Nasdaq US Mid Cap Software AUD ,AUD,,Information Technology,Mid Cap,NIM,
^NQUSM10101015CAD,Nasdaq US Mid Cap Software CAD ,CAD,,Information Technology,Mid Cap,NIM,
^NQUSM10101015CADN,Nasdaq US Mid Cap Software CAD ,CAD,,Information Technology,Mid Cap,NIM,
^NQUSM10101015CADT,Nasdaq US Mid Cap Software CAD ,CAD,,Information Technology,Mid Cap,NIM,
^NQUSM10101015EUR,,,,,,,
^NQUSM10101015EURN,Nasdaq US Mid Cap Software EUR ,EUR,,Information Technology,Mid Cap,NIM,
^NQUSM10101015EURT,Nasdaq US Mid Cap Software EUR ,EUR,,Information Technology,Mid Cap,NIM,
^NQUSM10101015GBP,Nasdaq US Mid Cap Software GBP ,GBP,,Information Technology,Mid Cap,NIM,
^NQUSM10101015GBPN,Nasdaq US Mid Cap Software GBP ,GBP,,Information Technology,Mid Cap,NIM,
^NQUSM10101015GBPT,,,,,,,
^NQUSM10101015JPY,Nasdaq US Mid Cap Software JPY ,JPY,,Information Technology,Mid Cap,NIM,
^NQUSM10101015JPYN,,,,,,,
^NQUSM10101015JPYT,,,,,,,
^NQUSM10101015N,,,,,,,
^NQUSM10101015T,Nasdaq US Mid Cap Software TR I,USD,"The Nasdaq US Mid Cap Software TR I is designed to track the total return performance of mid-capitalization companies in the United States within the Software industry. It is a subset of the broader Nasdaq US Mid Cap Index, focusing on companies classified as Software. The index aims to provide a benchmark for investors interested in the total return performance of mid-cap US Software companies.",Information Technology,Technology,NIM,
^NQUSM10101020,Nasdaq US Mid Cap Consumer Digi,USD,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020AUD,Nasdaq US Mid Cap Consumer Digi,AUD,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020AUDN,Nasdaq US Mid Cap Consumer Digi,AUD,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020AUDT,,,,,,,
^NQUSM10101020CAD,Nasdaq US Mid Cap Consumer Digi,CAD,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020CADN,Nasdaq US Mid Cap Consumer Digi,CAD,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020CADT,Nasdaq US Mid Cap Consumer Digi,CAD,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020EUR,Nasdaq US Mid Cap Consumer Digi,EUR,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020EURN,Nasdaq US Mid Cap Consumer Digi,EUR,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020EURT,Nasdaq US Mid Cap Consumer Digi,EUR,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020GBP,Nasdaq US Mid Cap Consumer Digi,GBP,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020GBPN,,,,,,,
^NQUSM10101020GBPT,,,,,,,
^NQUSM10101020JPY,Nasdaq US Mid Cap Consumer Digi,JPY,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020JPYN,,,,,,,
^NQUSM10101020JPYT,Nasdaq US Mid Cap Consumer Digi,JPY,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020N,Nasdaq US Mid Cap Consumer Digi,USD,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM10101020T,Nasdaq US Mid Cap Consumer Digi,USD,,Consumer Discretionary,Mid Cap,NIM,
^NQUSM101010AUD,Nasdaq US Mid Cap Software and ,AUD,,Information Technology,Mid Cap,NIM,
^NQUSM101010AUDN,Nasdaq US Mid Cap Software and ,AUD,,Information Technology,Mid Cap,NIM,
^NQUSM101010AUDT,Nasdaq US Mid Cap Software and ,AUD,,Information Technology,Mid Cap,NIM,
^NQUSM101010CAD,Nasdaq US Mid Cap Software and ,CAD,,Information Technology,Mid Cap,NIM,
^NQUSM101010CADN,Nasdaq US Mid Cap Software and ,CAD,,Information Technology,Mid Cap,NIM,
^NQUSM101010CADT,Nasdaq US Mid Cap Software and ,CAD,,Information Technology,Mid Cap,NIM,
^NQUSM101010EUR,Nasdaq US Mid Cap Software and ,EUR,,Information Technology,Mid Cap,NIM,
^NQUSM101010EURN,Nasdaq US Mid Cap Software and ,EUR,,Information Technology,Technology,NIM,
^NQUSM101010EURT,Nasdaq US Mid Cap Software and ,EUR,,Information Technology,Technology,NIM,
^NQUSM101010GBP,Nasdaq US Mid Cap Software and ,GBP,,Information Technology,Technology,NIM,
^NQUSM101010GBPN,Nasdaq US Mid Cap Software and ,GBP,,Information Technology,Technology,NIM,
^NQUSM101010GBPT,Nasdaq US Mid Cap Software and ,GBP,,Information Technology,Technology,NIM,
^NQUSM101010JPY,Nasdaq US Mid Cap Software and ,JPY,,Information Technology,Technology,NIM,
^NQUSM101010JPYN,Nasdaq US Mid Cap Software and ,JPY,,Information Technology,Technology,NIM,
^NQUSM101010JPYT,Nasdaq US Mid Cap Software and ,JPY,,Information Technology,Technology,NIM,
^NQUSM101010N,Nasdaq US Mid Cap Software and ,USD,,Information Technology,Technology,NIM,
^NQUSM101010T,Nasdaq US Mid Cap Software and ,USD,,Information Technology,Technology,NIM,
^NQUSM101020,Nasdaq US Mid Cap Technology Ha,USD,The Nasdaq US Mid Cap Technology Hardware Index is designed to track the performance of mid-capitalization companies in the US technology hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the market. The index includes companies involved in the production and distribution of technology hardware.,Information Technology,Technology,NIM,
^NQUSM10102010,Nasdaq US Mid Cap Semiconductor,USD,"The Nasdaq US Mid Cap Semiconductor Index tracks the performance of mid-capitalization US companies in the semiconductor industry. It serves as a benchmark for investors interested in this specific segment of the technology market. The index includes companies that design, manufacture, and distribute semiconductors.",Information Technology,Technology,NIM,
^NQUSM10102010AUD,Nasdaq US Mid Cap Semiconductor,AUD,"The Nasdaq US Mid Cap Semiconductor Index tracks the performance of mid-capitalization US companies in the semiconductor industry. It serves as a benchmark for investors interested in this specific segment of the technology market. The index includes companies that design, manufacture, and distribute semiconductors.",Information Technology,Technology,NIM,
^NQUSM10102010AUDN,,,,,,,
^NQUSM10102010AUDT,Nasdaq US Mid Cap Semiconductor,AUD,"The Nasdaq US Mid Cap Semiconductor Index tracks the performance of mid-capitalization US companies in the semiconductor industry. It serves as a benchmark for investors interested in this specific segment of the technology market. The index includes companies that design, manufacture, and distribute semiconductors.",Information Technology,Technology,NIM,
^NQUSM10102010CAD,Nasdaq US Mid Cap Semiconductor,CAD,"The Nasdaq US Mid Cap Semiconductor Index tracks the performance of mid-capitalization US companies in the semiconductor industry. It serves as a benchmark for investors interested in this specific segment of the technology market. The index includes companies that design, manufacture, and distribute semiconductors.",Information Technology,Technology,NIM,
^NQUSM10102010CADN,,,,,,,
^NQUSM10102010CADT,Nasdaq US Mid Cap Semiconductor,CAD,"The Nasdaq US Mid Cap Semiconductor Index tracks the performance of mid-capitalization US companies in the semiconductor industry. It serves as a benchmark for investors interested in this specific segment of the technology market. The index includes companies that design, manufacture, and distribute semiconductors.",Information Technology,Technology,NIM,
^NQUSM10102010EUR,Nasdaq US Mid Cap Semiconductor,EUR,"The Nasdaq US Mid Cap Semiconductor Index tracks the performance of mid-capitalization US companies in the semiconductor industry. It serves as a benchmark for investors interested in this specific segment of the technology market. The index includes companies that design, manufacture, and distribute semiconductors.",Information Technology,Technology,NIM,
^NQUSM10102010EURN,,,,,,,
^NQUSM10102010EURT,,,,,,,
^NQUSM10102010GBP,,,,,,,
^NQUSM10102010GBPN,Nasdaq US Mid Cap Semiconductor,GBP,"The Nasdaq US Mid Cap Semiconductor Index tracks the performance of mid-capitalization US companies in the semiconductor industry. It serves as a benchmark for investors interested in this specific segment of the technology market. The index includes companies that design, manufacture, and distribute semiconductors.",Information Technology,Technology,NIM,
^NQUSM10102010GBPT,,,,,,,
^NQUSM10102010JPY,Nasdaq US Mid Cap Semiconductor,JPY,"The Nasdaq US Mid Cap Semiconductor Index tracks the performance of mid-capitalization US companies in the semiconductor industry. It serves as a benchmark for investors interested in this specific segment of the technology market. The index includes companies that design, manufacture, and distribute semiconductors.",Information Technology,Technology,NIM,
^NQUSM10102010JPYN,,,,,,,
^NQUSM10102010JPYT,,,,,,,
^NQUSM10102010N,Nasdaq US Mid Cap Semiconductor,USD,"The Nasdaq US Mid Cap Semiconductor Index tracks the performance of mid-capitalization US companies in the semiconductor industry. It serves as a benchmark for investors interested in this specific segment of the technology market. The index includes companies that design, manufacture, and distribute semiconductors.",Information Technology,Technology,NIM,
^NQUSM10102010T,,,,,,,
^NQUSM10102015,,,,,,,
^NQUSM10102015AUD,Nasdaq Mid Cap Electronic Compo,AUD,The Nasdaq Mid Cap Electronic Components Index tracks the performance of mid-capitalization companies in the US electronic components industry. The index serves as a benchmark for investors seeking exposure to this specific market segment. It includes companies that manufacture and distribute electronic components.,Information Technology,Technology,NIM,
^NQUSM10102015AUDN,,,,,,,
^NQUSM10102015AUDT,,,,,,,
^NQUSM10102015CAD,,,,,,,
^NQUSM10102015CADN,Nasdaq Mid Cap Electronic Compo,CAD,The Nasdaq Mid Cap Electronic Components Index tracks the performance of mid-capitalization companies in the US electronic components industry. The index serves as a benchmark for investors seeking exposure to this specific market segment. It includes companies that manufacture and distribute electronic components.,Information Technology,Technology,NIM,
^NQUSM10102015CADT,,,,,,,
^NQUSM10102015EUR,,,,,,,
^NQUSM10102015EURN,,,,,,,
^NQUSM10102015EURT,Nasdaq Mid Cap Electronic Compo,EUR,The Nasdaq Mid Cap Electronic Components Index tracks the performance of mid-capitalization companies in the US electronic components industry. The index serves as a benchmark for investors seeking exposure to this specific market segment. It includes companies that manufacture and distribute electronic components.,Information Technology,Technology,NIM,
^NQUSM10102015GBP,,,,,,,
^NQUSM10102015GBPN,Nasdaq Mid Cap Electronic Compo,GBP,The Nasdaq Mid Cap Electronic Components Index tracks the performance of mid-capitalization companies in the US electronic components industry. The index serves as a benchmark for investors seeking exposure to this specific market segment. It includes companies that manufacture and distribute electronic components.,Information Technology,Technology,NIM,
^NQUSM10102015GBPT,,,,,,,
^NQUSM10102015JPY,Nasdaq Mid Cap Electronic Compo,JPY,The Nasdaq Mid Cap Electronic Components Index tracks the performance of mid-capitalization companies in the US electronic components industry. The index serves as a benchmark for investors seeking exposure to this specific market segment. It includes companies that manufacture and distribute electronic components.,Information Technology,Technology,NIM,
^NQUSM10102015JPYN,,,,,,,
^NQUSM10102015JPYT,Nasdaq Mid Cap Electronic Compo,JPY,The Nasdaq Mid Cap Electronic Components Index tracks the performance of mid-capitalization companies in the US electronic components industry. The index serves as a benchmark for investors seeking exposure to this specific market segment. It includes companies that manufacture and distribute electronic components.,Information Technology,Technology,NIM,
^NQUSM10102015N,,,,,,,
^NQUSM10102015T,,,,,,,
^NQUSM10102020,Nasdaq Mid Cap Production Techn,USD,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102020AUD,,,,,,,
^NQUSM10102020AUDN,,,,,,,
^NQUSM10102020AUDT,,,,,,,
^NQUSM10102020CAD,Nasdaq Mid Cap Production Techn,CAD,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102020CADN,Nasdaq Mid Cap Production Techn,CAD,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102020CADT,Nasdaq Mid Cap Production Techn,CAD,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102020EUR,,,,,,,
^NQUSM10102020EURN,Nasdaq Mid Cap Production Techn,EUR,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102020EURT,Nasdaq Mid Cap Production Techn,EUR,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102020GBP,,,,,,,
^NQUSM10102020GBPN,,,,,,,
^NQUSM10102020GBPT,Nasdaq Mid Cap Production Techn,GBP,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102020JPY,Nasdaq Mid Cap Production Techn,JPY,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102020JPYN,Nasdaq Mid Cap Production Techn,JPY,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102020JPYT,,,,,,,
^NQUSM10102020N,Nasdaq Mid Cap Production Techn,USD,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102020T,Nasdaq Mid Cap Production Techn,USD,The Nasdaq Mid Cap Production Technology Index tracks the performance of mid-capitalization US companies in the production technology sector. It serves as a benchmark for investors interested in companies involved with manufacturing technologies. The index focuses on companies enhancing production processes through technological advancements.,Industrials,Technology,NIM,
^NQUSM10102030,Nasdaq US Mid Cap Computer Hard,USD,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030AUD,Nasdaq US Mid Cap Computer Hard,AUD,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
^NQUSM10102030AUDN,Nasdaq US Mid Cap Computer Hard,AUD,The Nasdaq US Mid Cap Computer Hardware Index tracks the performance of mid-capitalization US companies in the computer hardware sector. It serves as a benchmark for investors seeking exposure to this specific segment of the technology market. The index includes companies involved in the production and distribution of computer hardware.,Information Technology,Technology,NIM,
