symbol,name,base_currency,quote_currency,summary,exchange
NZDHUF=X,NZD/HUF,NZD,HUF,"The exchange rate between the New Zealand Dollar (NZD) and the Hungarian Forint (HUF). It signifies the value of the NZD in terms of HUF, reflecting the economic conditions and monetary policies of New Zealand and Hungary. This rate is relevant for international trade, investment, and currency speculation involving both currencies.",CCY
NZDHUX=X,NZD/HUX,NZD,HUX,,CCY
NZDIDR=X,NZD/IDR,NZD,IDR,"The exchange rate between the New Zealand Dollar (NZD) and the Indonesian Rupiah (IDR). It reflects the relative value of the two currencies, influenced by economic factors in New Zealand and Indonesia. The exchange rate is vital for trade, investment, and tourism between the two countries.",CCY
NZDILS=X,NZD/ILS,NZD,ILS,"The exchange rate between the New Zealand Dollar (NZD) and the Israeli Shekel (ILS). It reflects the relative value of the two currencies and is influenced by various economic factors in both New Zealand and Israel, such as interest rates, inflation, and trade balances. This rate is important for facilitating international transactions and investment flows between the two countries.",CCY
NZDINR=X,NZD/INR,NZD,INR,"The exchange rate between the New Zealand Dollar (NZD) and the Indian Rupee (INR). It reflects the value of the NZD in terms of INR, influenced by economic factors in both New Zealand and India. This exchange rate is important for trade, investment, and remittances between the two countries.",CCY
NZDJPY=X,NZD/JPY,NZD,JPY,"The exchange rate between the New Zealand Dollar (NZD) and the Japanese Yen (JPY). It reflects the relative value of the two currencies, influenced by the economic conditions in both New Zealand and Japan, including factors like interest rates and trade balances. The exchange rate is important for international trade, investment, and tourism between New Zealand and Japan.",CCY
NZDKRW=X,NZD/KRW,NZD,KRW,"The exchange rate between the New Zealand Dollar (NZD) and the South Korean Won (KRW). It reflects the relative value of these two currencies in the foreign exchange market. The rate is influenced by various economic factors in both New Zealand and South Korea, including inflation, interest rates, and trade balances.",CCY
NZDLKR=X,NZD/LKR,NZD,LKR,"The exchange rate between the New Zealand Dollar (NZD) and the Sri Lankan Rupee (LKR). It reflects the relative value of the two currencies in the foreign exchange market. The rate is influenced by economic factors in both New Zealand and Sri Lanka, and it's essential for international transactions and investments between the two countries.",CCY
NZDMXN=X,NZD/MXN,NZD,MXN,"The exchange rate between the New Zealand Dollar (NZD) and the Mexican Peso (MXN). It reflects the relative value of the two currencies, influenced by economic factors in both New Zealand and Mexico. This exchange rate is important for international trade and investment activities between the two countries.",CCY
NZDMYR=X,NZD/MYR,NZD,MYR,"The exchange rate between the New Zealand Dollar (NZD) and the Malaysian Ringgit (MYR). It reflects the relative value of these two currencies in the foreign exchange market, influenced by economic factors in both New Zealand and Malaysia. This exchange rate is important for facilitating trade and investment between the two countries.",CCY
NZDMYX=X,NZD/MYX,NZD,MYX,This instrument represents the exchange rate between the New Zealand Dollar (NZD) and the Malaysian Ringgit (MYX). It shows the value of the NZD relative to the MYX. This exchange rate is influenced by economic factors present in both New Zealand and Malaysia.,CCY
NZDNOK=X,NZD/NOK,NZD,NOK,"The exchange rate between the New Zealand Dollar (NZD) and the Norwegian Krone (NOK). It reflects the relative value of the two currencies in the foreign exchange market. This exchange rate is impacted by the economic conditions of both New Zealand and Norway, including factors like interest rates, inflation, and commodity prices.",CCY
NZDPGK=X,NZD/PGK,NZD,PGK,"The exchange rate between the New Zealand Dollar (NZD) and the Papua New Guinean Kina (PGK). It indicates the value of the NZD in terms of PGK, reflecting economic conditions and monetary policies of both countries. The exchange rate is used for international trade, investment, and currency speculation involving these currencies.",CCY
NZDPHP=X,NZD/PHP,NZD,PHP,"The exchange rate between the New Zealand Dollar (NZD) and the Philippine Peso (PHP). It indicates the value of the NZD in terms of PHP, influenced by economic factors in both New Zealand and the Philippines. This exchange rate is important for trade, investment, and remittances between the two countries.",CCY
NZDPKR=X,NZD/PKR,NZD,PKR,"The exchange rate between the New Zealand Dollar (NZD) and the Pakistani Rupee (PKR). It reflects the relative value of these currencies, influenced by economic factors in both New Zealand and Pakistan. This exchange rate is important for international trade, investment, and remittances between the two countries.",CCY
NZDPLN=X,NZD/PLN,NZD,PLN,"The exchange rate between the New Zealand Dollar (NZD) and the Polish Zloty (PLN). It reflects the relative value of the two currencies and is influenced by economic factors in both New Zealand and Poland, such as interest rates, inflation, and trade balances. This rate is relevant for international trade, investment, and currency speculation involving these currencies.",CCY
NZDPLX=X,NZD/PLX,NZD,PLX,,CCY
NZDSAR=X,NZD/SAR,NZD,SAR,"The exchange rate between the New Zealand Dollar (NZD) and the Saudi Arabian Riyal (SAR). It reflects the relative value of the two currencies, influenced by economic factors in both New Zealand and Saudi Arabia. The exchange rate is relevant for international trade, investment, and financial transactions between the two countries.",CCY
NZDSEK=X,NZD/SEK,NZD,SEK,"The exchange rate between the New Zealand Dollar (NZD) and the Swedish Krona (SEK). It shows how many Swedish Krona one New Zealand Dollar can purchase or vice versa. This rate is influenced by economic indicators and monetary policies in both New Zealand and Sweden, impacting international trade and investment.",CCY
NZDSGD=X,NZD/SGD,NZD,SGD,"The exchange rate between the New Zealand Dollar (NZD) and the Singapore Dollar (SGD). It indicates the value of the NZD in terms of SGD, influenced by economic factors in both New Zealand and Singapore. This rate is important for trade, investment, and financial transactions between the two countries.",CCY
NZDTHB=X,NZD/THB,NZD,THB,"The exchange rate between the New Zealand Dollar (NZD) and the Thai Baht (THB). It reflects the relative value of these two currencies in the foreign exchange market. It's influenced by economic factors in both New Zealand and Thailand, and is crucial for international trade, tourism and investment.",CCY
NZDTHX=X,NZD/THX,NZD,THX,,CCY
NZDTND=X,NZD/TND,NZD,TND,The exchange rate between the New Zealand Dollar (NZD) and the Tunisian Dinar (TND). It reflects the value of the New Zealand dollar in terms of the Tunisian Dinar. This exchange rate is influenced by economic factors in both New Zealand and Tunisia.,CCY
NZDTRY=X,NZD/TRY,NZD,TRY,"The exchange rate between the New Zealand Dollar (NZD) and the Turkish Lira (TRY). It reflects the relative value of these two currencies, influenced by economic factors in both New Zealand and Turkey. This rate is important for international trade, investment, and financial transactions between the two countries.",CCY
NZDTWD=X,NZD/TWD,NZD,TWD,"The exchange rate between the New Zealand Dollar (NZD) and the New Taiwan Dollar (TWD). It reflects the relative value of the two currencies, influenced by economic factors in both New Zealand and Taiwan. This rate is used for international trade, investment, and financial transactions between the two economies.",CCY
NZDUSD=X,NZD/USD,NZD,USD,"The exchange rate between the New Zealand Dollar (NZD) and the United States Dollar (USD). It reflects how many US dollars one New Zealand dollar can purchase or vice versa, influenced by economic conditions in both countries. The exchange rate is important for international trade, investment, and tourism between New Zealand and the United States.",CCY
NZDXCU=X,NZD/XCU,NZD,XCU,,CCY
NZDXDR=X,NZD/XDR,NZD,XDR,"The exchange rate between the New Zealand Dollar (NZD) and the Special Drawing Rights (XDR). The XDR is an international reserve asset, created by the International Monetary Fund (IMF) whose value is based on a basket of five major currencies. This exchange rate indicates the value of the NZD relative to this basket of currencies, influenced by global economic conditions and IMF policies.",CCY
NZDZAR=X,NZD/ZAR,NZD,ZAR,"The exchange rate between the New Zealand Dollar (NZD) and the South African Rand (ZAR). It reflects the relative value of these two currencies in the foreign exchange market, influenced by economic factors in both New Zealand and South Africa. This exchange rate is important for international trade, investment, and financial transactions between the two countries.",CCY
OMR=X,USD/OMR,USD,OMR,"The exchange rate between the US Dollar (USD) and the Omani Rial (OMR). It indicates how many Omani Rials one US Dollar can purchase or vice versa, influenced by economic conditions in both Oman and the United States. This rate is important for international trade, investment, and financial transactions between the two countries.",CCY
OMRAED=X,OMR/AED,OMR,AED,"The exchange rate between the Omani Rial (OMR) and the United Arab Emirates Dirham (AED). It indicates the relative value of the two currencies, reflecting the economic conditions and monetary policies of Oman and the UAE. This rate is relevant for trade, investment, and financial transactions between the two countries.",CCY
OMRAUD=X,OMR/AUD,OMR,AUD,"The exchange rate between the Omani Rial (OMR) and the Australian Dollar (AUD). It indicates the relative value of the two currencies, reflecting the economic conditions and monetary policies of Oman and Australia. The exchange rate is important for facilitating trade, investment, and other financial transactions between the two countries.",CCY
OMRBHD=X,OMR/BHD,OMR,BHD,"The exchange rate between the Omani Rial (OMR) and the Bahraini Dinar (BHD). It reflects the relative value of the two currencies and is influenced by the economic conditions and monetary policies of both Oman and Bahrain. This rate is used for international trade, investment, and financial transactions between the two countries.",CCY
OMRBRX=X,OMR/BRX,OMR,BRX,,CCY
OMRCAD=X,OMR/CAD,OMR,CAD,"The exchange rate between the Omani Rial (OMR) and the Canadian Dollar (CAD). It indicates the value of the Omani Rial in terms of the Canadian Dollar, influenced by the economic conditions of both countries. This rate is important for international trade, investment, and tourism between Oman and Canada.",CCY
OMRCHF=X,OMR/CHF,OMR,CHF,"The exchange rate between the Omani Rial (OMR) and the Swiss Franc (CHF). It indicates the relative value of the two currencies, influenced by economic factors in both Oman and Switzerland. This rate is relevant for international trade, investment, and financial transactions between the two countries.",CCY
OMRDKK=X,OMR/DKK,OMR,DKK,"The exchange rate between the Omani Rial (OMR) and the Danish Krone (DKK). It reflects the relative value of these two currencies and is influenced by economic conditions in both Oman and Denmark. The rate is important for facilitating trade, investment, and financial transactions between the two countries.",CCY
OMREUR=X,OMR/EUR,OMR,EUR,"The exchange rate between the Omani Rial (OMR) and the Euro (EUR). It reflects the relative value of the two currencies, influenced by economic conditions and monetary policies of Oman and the Eurozone. This rate is important for international trade, investment, and financial transactions between Oman and countries within the Eurozone.",CCY
OMRGBP=X,OMR/GBP,OMR,GBP,"The exchange rate between the Omani Rial (OMR) and the British Pound (GBP). It reflects the relative value of the two currencies in the foreign exchange market. It is affected by economic indicators and monetary policies in both Oman and the United Kingdom, influencing international trade and investment.",CCY
OMRHKD=X,OMR/HKD,OMR,HKD,"The exchange rate between the Omani Rial (OMR) and the Hong Kong Dollar (HKD). It reflects the relative value of the two currencies in the foreign exchange market. The rate is influenced by economic factors in both Oman and Hong Kong, and it's essential for international transactions and investments between the two countries.",CCY
OMRINR=X,OMR/INR,OMR,INR,"The exchange rate between the Omani Rial (OMR) and the Indian Rupee (INR). It reflects the relative value of these two currencies and is influenced by the economic conditions and monetary policies of both Oman and India. This rate is relevant for international trade, investment, and financial transactions between the two countries.",CCY
OMRJPY=X,OMR/JPY,OMR,JPY,"The exchange rate between the Omani Rial (OMR) and the Japanese Yen (JPY). It reflects the relative value of the two currencies and is influenced by economic factors in both Oman and Japan. The exchange rate is important for international trade, investment, and financial transactions between the two countries.",CCY
OMRKES=X,OMR/KES,OMR,KES,,CCY
OMRPKR=X,OMR/PKR,OMR,PKR,"The exchange rate between the Omani Rial (OMR) and the Pakistani Rupee (PKR). It reflects the relative value of these currencies, influenced by economic factors in both Oman and Pakistan. The exchange rate is important for international trade, investment, and remittances between the two countries.",CCY
OMRQAR=X,OMR/QAR,OMR,QAR,"The exchange rate between the Omani Rial (OMR) and the Qatari Riyal (QAR). It reflects the relative value of the two currencies, influenced by economic conditions in both Oman and Qatar. This exchange rate facilitates trade, investment, and financial transactions between the two countries.",CCY
OMRSGD=X,OMR/SGD,OMR,SGD,"The exchange rate between the Omani Rial (OMR) and the Singapore Dollar (SGD). It reflects the relative value of the two currencies, influenced by economic factors in both Oman and Singapore. This rate is important for trade, investment, and financial transactions between the two countries.",CCY
OMRTHX=X,OMR/THX,OMR,THX,,CCY
OMRUSD=X,OMR/USD,OMR,USD,"The exchange rate between the Omani Rial (OMR) and the United States Dollar (USD). It signifies the value of the OMR in terms of USD, reflecting the economic conditions and monetary policies of Oman and the United States. The exchange rate is important for international trade, investment, and financial transactions between the two countries.",CCY
OMRXDR=X,OMR/XDR,OMR,XDR,"The exchange rate between the Omani Rial (OMR) and the Special Drawing Rights (XDR). The XDR is an international reserve asset, created by the International Monetary Fund (IMF), the value of which is based on a basket of five major currencies. This exchange rate indicates the value of the OMR relative to this basket of currencies, and it is influenced by global economic conditions and IMF policies.",CCY
PAB=X,USD/PAB,USD,PAB,"The exchange rate between the US Dollar (USD) and the Panamanian Balboa (PAB). The Panamanian Balboa is pegged to the US Dollar at a 1:1 ratio, meaning that one Balboa is always equal to one US Dollar. While Panama issues its own coins, US Dollars are widely used as legal tender.",CCY
PABBRX=X,PAB/BRX,PAB,BRX,,CCY
PABGBP=X,PAB/GBP,PAB,GBP,"The exchange rate between the Panamanian Balboa (PAB) and the British Pound (GBP). Since the PAB is pegged to the USD at 1:1, this rate essentially reflects the USD/GBP exchange rate. The rate fluctuates based on the economic conditions of the UK and the US, affecting international trade and investment involving Panama and the UK.",CCY
PABUSD=X,PAB/USD,PAB,USD,"The exchange rate between the Panamanian Balboa (PAB) and the United States Dollar (USD). Because Panama's currency, the Balboa, is pegged to the U.S. Dollar at a 1:1 ratio, the exchange rate is always 1.00. Both currencies are legal tender within Panama, even though the U.S. dollar is more frequently used for transactions.",CCY
PEN=X,USD/PEN,USD,PEN,"The exchange rate between the US Dollar (USD) and the Peruvian Sol (PEN). It reflects how many Peruvian Sols one US Dollar can purchase or vice versa, and it's influenced by economic conditions in both Peru and the United States. The exchange rate is important for international trade, investment, and financial transactions between the two countries.",CCY
PENBRX=X,PEN/BRX,PEN,BRX,,CCY
PENCAX=X,PEN/CAX,PEN,CAX,,CCY
PENEUR=X,PEN/EUR,PEN,EUR,"The exchange rate between the Peruvian Sol (PEN) and the Euro (EUR). It indicates the value of the PEN in terms of EUR, reflecting economic conditions and monetary policies of Peru and the Eurozone. This rate is important for international trade, investment, and financial transactions between Peru and countries within the Eurozone.",CCY
PENGBP=X,PEN/GBP,PEN,GBP,"The exchange rate between the Peruvian Sol (PEN) and the British Pound (GBP). It reflects the relative value of these two currencies in the foreign exchange market, influenced by economic factors in both Peru and the United Kingdom. This rate is important for international trade, investment, and financial transactions between the two countries.",CCY
PENJPY=X,PEN/JPY,PEN,JPY,"The exchange rate between the Peruvian Sol (PEN) and the Japanese Yen (JPY). It reflects the value of the PEN in terms of JPY, influenced by economic factors in both Peru and Japan. This exchange rate is important for trade, investment, and other financial activities between the two countries.",CCY
PENUSD=X,PEN/USD,PEN,USD,"The exchange rate between the Peruvian Sol (PEN) and the United States Dollar (USD). It reflects how many Peruvian Sols one US Dollar can purchase or vice versa, influenced by economic conditions in both Peru and the United States. The exchange rate is important for international trade, investment, and tourism between the two countries.",CCY
PENXDR=X,PEN/XDR,PEN,XDR,"The exchange rate between the Peruvian Sol (PEN) and the Special Drawing Rights (XDR). The XDR is an international reserve asset created by the International Monetary Fund (IMF), the value of which is based on a basket of five major currencies. This exchange rate indicates the value of the PEN relative to this basket of currencies, and it's influenced by global economic conditions and IMF policies.",CCY
PGK=X,USD/PGK,USD,PGK,"The exchange rate between the US Dollar (USD) and the Papua New Guinean Kina (PGK). It signifies the value of the PGK in terms of USD, reflecting economic conditions and monetary policies of Papua New Guinea and the United States. The exchange rate is important for international trade, investment, and financial transactions between the two countries.",CCY
PGKBRX=X,PGK/BRX,PGK,BRX,,CCY
PGKGBP=X,PGK/GBP,PGK,GBP,"The exchange rate between the Papua New Guinean Kina (PGK) and the British Pound (GBP). It indicates the value of PGK in terms of GBP, influenced by economic factors in both Papua New Guinea and the United Kingdom. This rate is used for international trade, investment, and currency speculation involving both currencies.",CCY
PGKHKD=X,PGK/HKD,PGK,HKD,"The exchange rate between the Papua New Guinean Kina (PGK) and the Hong Kong Dollar (HKD). It reflects the relative value of these two currencies in the foreign exchange market. It's influenced by economic factors in both Papua New Guinea and Hong Kong, and it is essential for international transactions and investments between the two countries.",CCY
PGKTHX=X,PGK/THX,PGK,THX,,CCY
PGKUSD=X,PGK/USD,PGK,USD,"The exchange rate between the Papua New Guinean Kina (PGK) and the United States Dollar (USD). It signifies the value of the PGK in terms of USD, reflecting the economic conditions and monetary policies of Papua New Guinea and the United States. The exchange rate is important for international trade, investment, and financial transactions between the two countries.",CCY
PHP=X,USD/PHP,USD,PHP,"The exchange rate between the US Dollar (USD) and the Philippine Peso (PHP). It reflects how many Philippine Pesos one US Dollar can purchase or vice versa, influenced by economic conditions in both the Philippines and the United States. This exchange rate is important for international trade, investment, and remittances between the two countries.",CCY
PHPAUD=X,PHP/AUD,PHP,AUD,"The exchange rate between the Philippine Peso (PHP) and the Australian Dollar (AUD). It reflects the value of the PHP in terms of AUD, influenced by economic conditions in both the Philippines and Australia. This rate is important for trade, investment, and tourism between the two countries.",CCY
PHPBRX=X,PHP/BRX,PHP,BRX,This instrument represents the exchange rate between the Philippine Peso (PHP) and the Brazilian Real (BRX). It indicates how many Brazilian Reais are required to purchase one Philippine Peso. This rate is impacted by economic factors from both the Philippines and Brazil.,CCY
PHPCAD=X,PHP/CAD,PHP,CAD,"The exchange rate between the Philippine Peso (PHP) and the Canadian Dollar (CAD). It shows how many Canadian Dollars one Philippine Peso can purchase or vice versa, influenced by the economic conditions of both countries. This exchange rate is important for international trade, investment, and tourism between the Philippines and Canada.",CCY
PHPCHF=X,PHP/CHF,PHP,CHF,"The exchange rate between the Philippine Peso (PHP) and the Swiss Franc (CHF). It indicates the value of the PHP in terms of CHF, reflecting economic conditions and monetary policies of the Philippines and Switzerland. This exchange rate is relevant for international trade, investment, and currency speculation involving both currencies.",CCY
PHPCNY=X,PHP/CNY,PHP,CNY,"The exchange rate between the Philippine Peso (PHP) and the Chinese Yuan (CNY). It reflects the value of the PHP in terms of CNY, influenced by economic factors in both the Philippines and China. The exchange rate is important for international trade, investment, and tourism between the two countries.",CCY
PHPCZX=X,PHP/CZX,PHP,CZX,The Philippine Peso to Czech Koruna exchange rate. It shows how many Czech Koruna are needed to purchase one Philippine Peso. It is a direct currency pair quote.,CCY
PHPDKX=X,PHP/DKX,PHP,DKX,The Philippine Peso to Danish Krone exchange rate. It shows how many Danish Krone are needed to purchase one Philippine Peso. It is a direct currency pair quote.,CCY
PHPEUR=X,PHP/EUR,PHP,EUR,"The exchange rate between the Philippine Peso (PHP) and the Euro (EUR). It indicates the value of the PHP in terms of EUR, reflecting economic conditions and monetary policies of the Philippines and the Eurozone. This rate is important for international trade, investment, and financial transactions between the Philippines and countries within the Eurozone.",CCY
PHPGBP=X,PHP/GBP,PHP,GBP,"The exchange rate between the Philippine Peso (PHP) and the British Pound (GBP). It shows how many British Pounds one Philippine Peso can purchase or vice versa, influenced by economic conditions in both the Philippines and the United Kingdom. This exchange rate is relevant for international trade, investment, and tourism between the two countries.",CCY
PHPHKD=X,PHP/HKD,PHP,HKD,"The exchange rate between the Philippine Peso (PHP) and the Hong Kong Dollar (HKD). It reflects the value of the PHP in terms of HKD, influenced by economic factors in both the Philippines and Hong Kong. The exchange rate is important for international trade, investment, and financial transactions between the two economies.",CCY
PHPHUX=X,PHP/HUX,PHP,HUX,,CCY
PHPIDR=X,PHP/IDR,PHP,IDR,"The exchange rate between the Philippine Peso (PHP) and the Indonesian Rupiah (IDR). It indicates the value of the PHP in terms of IDR, reflecting the economic conditions and monetary policies of the Philippines and Indonesia. This rate is relevant for international trade, investment, and financial transactions between the two countries.",CCY
PHPINR=X,PHP/INR,PHP,INR,"The exchange rate between the Philippine Peso (PHP) and the Indian Rupee (INR). It reflects the value of the PHP in terms of INR, influenced by economic factors in both the Philippines and India. This rate is important for trade, investment, and remittances between the two countries.",CCY
PHPJPY=X,PHP/JPY,PHP,JPY,"The exchange rate between the Philippine Peso (PHP) and the Japanese Yen (JPY). It shows how many Japanese Yen one Philippine Peso can purchase or vice versa, influenced by economic conditions in both the Philippines and Japan. The exchange rate is important for international trade, investment, and tourism between the two countries.",CCY
PHPKRW=X,PHP/KRW,PHP,KRW,"The exchange rate between the Philippine Peso (PHP) and the South Korean Won (KRW). It indicates the relative value of the two currencies, influenced by economic factors in both the Philippines and South Korea. This exchange rate is relevant for international trade, investment, and financial transactions between the two countries.",CCY
PHPMYR=X,PHP/MYR,PHP,MYR,"The exchange rate between the Philippine Peso (PHP) and the Malaysian Ringgit (MYR). It reflects the value of the PHP in terms of MYR, influenced by economic conditions in both the Philippines and Malaysia. This rate is important for trade, investment, and tourism between the two countries.",CCY
PHPMYX=X,PHP/MYX,PHP,MYX,This instrument represents the exchange rate between the Philippine Peso (PHP) and the Malaysian Ringgit (MYX). It shows the value of the PHP relative to the MYX. The exchange rate is influenced by the economic performance of both the Philippines and Malaysia.,CCY
PHPNZD=X,PHP/NZD,PHP,NZD,"The exchange rate between the Philippine Peso (PHP) and the New Zealand Dollar (NZD). It indicates the value of the PHP in terms of NZD, influenced by economic conditions in both the Philippines and New Zealand. This rate is important for trade, investment, and tourism between the two countries.",CCY
PHPPLX=X,PHP/PLX,PHP,PLX,,CCY
PHPSGD=X,PHP/SGD,PHP,SGD,"The exchange rate between the Philippine Peso (PHP) and the Singapore Dollar (SGD). It reflects the relative value of these two currencies and is influenced by economic conditions in both the Philippines and Singapore. The exchange rate is important for international trade, investment, and financial transactions between the two countries.",CCY
PHPTHB=X,PHP/THB,PHP,THB,"The exchange rate between the Philippine Peso (PHP) and the Thai Baht (THB). It reflects the value of PHP in terms of THB, influenced by economic factors in both the Philippines and Thailand. This rate is important for international trade, investment, and tourism between the two countries.",CCY
PHPTHX=X,PHP/THX,PHP,THX,,CCY
PHPTWD=X,PHP/TWD,PHP,TWD,"The exchange rate between the Philippine Peso (PHP) and the New Taiwan Dollar (TWD). It shows how many New Taiwan Dollars one Philippine Peso can purchase or vice versa. It's influenced by economic conditions and monetary policies in both the Philippines and Taiwan, and it's important for trade, investment, and other financial transactions between the two economies.",CCY
PHPUSD=X,PHP/USD,PHP,USD,"The exchange rate between the Philippine Peso (PHP) and the United States Dollar (USD), indicating how many Philippine Pesos are needed to purchase one US dollar. It is a widely tracked currency pair reflecting the economic relationship between the Philippines and the United States. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PHPVND=X,PHP/VND,PHP,VND,"The exchange rate between the Philippine Peso (PHP) and the Vietnamese Dong (VND). It indicates the value of the Philippine Peso relative to the Vietnamese Dong. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PHPXDR=X,PHP/XDR,PHP,XDR,The exchange rate between the Philippine Peso (PHP) and the Special Drawing Rights (XDR). The XDR is an international reserve asset created by the International Monetary Fund (IMF) to supplement the official reserves of its member countries. The exchange rate reflects the value of the Philippine Peso in terms of this basket of currencies.,CCY
PKR=X,USD/PKR,USD,PKR,"The exchange rate between the United States Dollar (USD) and the Pakistani Rupee (PKR), indicating how many Pakistani Rupees are needed to purchase one US dollar. It is a key indicator of Pakistan's economic health and its currency's value on the international market. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRAED=X,PKR/AED,PKR,AED,"The exchange rate between the Pakistani Rupee (PKR) and the United Arab Emirates Dirham (AED). It shows the value of the Pakistani Rupee relative to the UAE Dirham. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRAUD=X,PKR/AUD,PKR,AUD,"The exchange rate between the Pakistani Rupee (PKR) and the Australian Dollar (AUD). It reflects the value of the Pakistani Rupee compared to the Australian Dollar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRBRX=X,PKR/BRX,PKR,BRX,,CCY
PKRCAD=X,PKR/CAD,PKR,CAD,"The exchange rate between the Pakistani Rupee (PKR) and the Canadian Dollar (CAD). It shows the value of the Pakistani Rupee relative to the Canadian Dollar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRCHF=X,PKR/CHF,PKR,CHF,"The exchange rate between the Pakistani Rupee (PKR) and the Swiss Franc (CHF). It reflects the value of the Pakistani Rupee compared to the Swiss Franc. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKREGP=X,PKR/EGP,PKR,EGP,"The exchange rate between the Pakistani Rupee (PKR) and the Egyptian Pound (EGP). It shows the value of the Pakistani Rupee relative to the Egyptian Pound. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKREUR=X,PKR/EUR,PKR,EUR,"The exchange rate between the Pakistani Rupee (PKR) and the Euro (EUR). It indicates the value of the Pakistani Rupee relative to the Euro. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRGBP=X,PKR/GBP,PKR,GBP,"The exchange rate between the Pakistani Rupee (PKR) and the British Pound (GBP). It shows the value of the Pakistani Rupee relative to the British Pound. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRHKD=X,PKR/HKD,PKR,HKD,"The exchange rate between the Pakistani Rupee (PKR) and the Hong Kong Dollar (HKD). It reflects the value of the Pakistani Rupee compared to the Hong Kong Dollar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRINR=X,PKR/INR,PKR,INR,"The exchange rate between the Pakistani Rupee (PKR) and the Indian Rupee (INR). It shows the value of the Pakistani Rupee relative to the Indian Rupee. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRJPY=X,PKR/JPY,PKR,JPY,"The exchange rate between the Pakistani Rupee (PKR) and the Japanese Yen (JPY). It indicates the value of the Pakistani Rupee relative to the Japanese Yen. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRKRW=X,PKR/KRW,PKR,KRW,"The exchange rate between the Pakistani Rupee (PKR) and the South Korean Won (KRW). It reflects the value of the Pakistani Rupee compared to the South Korean Won. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRKWD=X,PKR/KWD,PKR,KWD,"The exchange rate between the Pakistani Rupee (PKR) and the Kuwaiti Dinar (KWD). It indicates the value of the Pakistani Rupee relative to the Kuwaiti Dinar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRMYX=X,PKR/MYX,PKR,MYX,,CCY
PKRQAR=X,PKR/QAR,PKR,QAR,"The exchange rate between the Pakistani Rupee (PKR) and the Qatari Riyal (QAR). It shows the value of the Pakistani Rupee relative to the Qatari Riyal. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRSGD=X,PKR/SGD,PKR,SGD,"The exchange rate between the Pakistani Rupee (PKR) and the Singapore Dollar (SGD). It reflects the value of the Pakistani Rupee compared to the Singapore Dollar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRTHX=X,PKR/THX,PKR,THX,,CCY
PKRUSD=X,PKR/USD,PKR,USD,"The exchange rate between the Pakistani Rupee (PKR) and the United States Dollar (USD). It indicates how many Pakistani Rupees are needed to purchase one US dollar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRVND=X,PKR/VND,PKR,VND,"The exchange rate between the Pakistani Rupee (PKR) and the Vietnamese Dong (VND). It shows the value of the Pakistani Rupee relative to the Vietnamese Dong. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PKRZAR=X,PKR/ZAR,PKR,ZAR,"The exchange rate between the Pakistani Rupee (PKR) and the South African Rand (ZAR). It reflects the value of the Pakistani Rupee compared to the South African Rand. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLN=X,USD/PLN,USD,PLN,"The exchange rate between the United States Dollar (USD) and the Polish Zloty (PLN), indicating how many Polish Zloty are needed to purchase one US dollar. It is a widely tracked currency pair reflecting the economic relationship between Poland and the United States. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNAUD=X,PLN/AUD,PLN,AUD,"The exchange rate between the Polish Zloty (PLN) and the Australian Dollar (AUD). It shows the value of the Polish Zloty relative to the Australian Dollar. Currency exchange rates are influenced by various factors including economic performance, interest rates, and geopolitical events.",CCY
PLNBRX=X,PLN/BRX,PLN,BRX,This instrument represents the exchange rate between the Polish Zloty (PLN) and the Brazilian Real (BRX). It shows the value of the Polish currency in terms of the Brazilian currency. This exchange rate is influenced by economic factors in both Poland and Brazil.,CCY
