symbol,name,currency,summary,family,exchange
RTMXX,,USD,,,NAS
RTRXX,,USD,,,NAS
RTTXX,,USD,,,NAS
RTYXX,,USD,,,NAS
RUAXX,,USD,,,NAS
RUBXX,,USD,,,NAS
RUCXX,,USD,,,NAS
RUEXX,,USD,,,NAS
RUFXX,,USD,,,NAS
RUGXX,,USD,,,NAS
RUTXX,,USD,,,NAS
RUUXX,,USD,,,NAS
RVAXX,,USD,,,NAS
RVFXX,,USD,,,NAS
RVRXX,Columbia Money Market Fund,USD,"Columbia Money Market Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in a diversified portfolio of short-term money market instruments. Columbia Threadneedle Investments, headquartered in Boston, Massachusetts, manages the fund.",Columbia Funds Series Trust II,NAS
RVTXX,,USD,,,NAS
RVUXX,,USD,,,NAS
RXTXX,,USD,,,NAS
RYFXX,U.S. Government Money Market Fund,USD,U.S. Government Money Market Fund aims to provide current income while maintaining liquidity and stability of principal by investing in U.S. government securities. The fund is managed to offer safety and convenience for short-term cash management needs.,Rydex Series Funds,NAS
RYOXX,,USD,,,NAS
SAEXX,State Street Institutional Treasury Plus Money Market,USD,"State Street Institutional Treasury Plus Money Market invests in U.S. Treasury securities and repurchase agreements backed by such securities, seeking to provide current income consistent with capital preservation and liquidity for institutional investors. State Street Corporation, headquartered in Boston, Massachusetts, is a leading provider of financial services to institutional investors.",State Street Institutional Investment Trust,NAS
SAHXX,State Street Institutional U.S. Government Money Market Fund,USD,"State Street Institutional U.S. Government Money Market Fund seeks to provide current income consistent with capital preservation and liquidity by investing in a portfolio of U.S. government securities for institutional investors. State Street Corporation, headquartered in Boston, Massachusetts, is a leading provider of financial services to institutional investors.",,NAS
SAJXX,State Street Institutional Treasury Plus Money Market,USD,"State Street Institutional Treasury Plus Money Market invests in U.S. Treasury securities and repurchase agreements backed by such securities, seeking to provide current income consistent with capital preservation and liquidity for institutional investors. State Street Corporation, headquartered in Boston, Massachusetts, is a leading provider of financial services to institutional investors.",State Street Institutional Investment Trust,NAS
SALXX,State Street U.S. Government Money Market Portfolio,USD,"State Street U.S. Government Money Market Portfolio invests in a diversified portfolio of short-term U.S. government securities, aiming to provide current income while maintaining liquidity and preserving capital. State Street Corporation, headquartered in Boston, Massachusetts, is a leading provider of financial services to institutional investors.",State Street Master Funds,NAS
SAMXX,State Street U.S. Government Money Market Portfolio,USD,"State Street U.S. Government Money Market Portfolio invests in a diversified portfolio of short-term U.S. government securities, aiming to provide current income while maintaining liquidity and preserving capital. State Street Corporation, headquartered in Boston, Massachusetts, is a leading provider of financial services to institutional investors.",State Street Master Funds,NAS
SAPXX,,USD,,,NAS
SATXX,,USD,,,NAS
SCFXX,,USD,,,NAS
SCIXX,DWS Tax-Exempt Portfolio,USD,,Cash Account Trust,NAS
SCNXX,Invesco STIC Prime Portfolio,USD,"Invesco STIC Prime Portfolio seeks to provide current income consistent with capital preservation and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm.",Short-Term Investment Trust,NAS
SCPXX,Treasury II Fund,USD,,SEI Daily Income Trust,NAS
SCYXX,,USD,,,NAS
SEGXX,UBS Select Government Preferred Fund,USD,,UBS Series Funds,NAS
SEIXX,UBS Select ESG Prime Investor Fund,USD,,,NAS
SELXX,UBS (Cay) Select Prime Institutional Fund Ltd.,USD,,,NAS
SEOXX,Government Fund,USD,,SEI Daily Income Trust,NAS
SETXX,UBS (Cayman) Select Treasury Institutional Fund,USD,,,NAS
SFPXX,UBS Select Tax-Free Preferred Fund,USD,,UBS Select Tax-Free Preferred Fund,NAS
SFRXX,UBS Select Tax-Free Investor Fund,USD,,UBS Select Tax-Free Investor Fund,NAS
SGEXX,UBS Select Government Preferred Fund,USD,,UBS Series Funds,NAS
SGIXX,ESG Prime Institutional Fund,USD,,UBS Series Funds,NAS
SGPXX,UBS Select Government Preferred Fund,USD,,UBS Series Funds,NAS
SHIXX,Heritage Money Market Fund,USD,,Wells Fargo Funds Trust,NAS
SHMXX,Heritage Money Market Fund,USD,,Wells Fargo Funds Trust,NAS
SJGXX,JPMorgan U.S. Government Money Market Fund,USD,"JPMorgan U.S. Government Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing in U.S. government securities and repurchase agreements. JPMorgan Chase & Co., headquartered in New York City, is a leading global financial services firm.",JPMorgan Trust II,NAS
SJMXX,JPMorgan Municipal Money Market Fund,USD,"JPMorgan Municipal Money Market Fund seeks to provide current income exempt from federal income taxes, consistent with the preservation of capital and maintenance of liquidity, by investing in short-term municipal obligations. JPMorgan Chase & Co., headquartered in New York City, is a leading global financial services firm.",JPMorgan Trust II,NAS
SMAXX,SunAmerica Money Market Fund,USD,"SunAmerica Money Market Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in high-quality, short-term money market instruments. Corebridge Financial, headquartered in Houston, Texas, manages the fund.","SunAmerica Money Market Funds, Inc.",NAS
SMBXX,,USD,,,NAS
SMCXX,Columbia Government Money Market Fund,USD,"Columbia Government Money Market Fund seeks to provide current income consistent with the preservation of capital and liquidity by investing in U.S. government securities. Columbia Threadneedle Investments, headquartered in Boston, Massachusetts, manages the fund.",Columbia Funds Series Trust II ,NAS
SNAXX,Schwab Value Advantage Money Fund,USD,"Schwab Value Advantage Money Fund seeks to provide a high level of current income consistent with maintaining liquidity and preserving capital by investing in a diversified portfolio of short-term money market instruments. Charles Schwab Corporation, headquartered in San Francisco, California, is a leading provider of financial services.",The Charles Schwab Family of Funds,NAS
SNBKZ.SW,SNB INDI KASSAZ 10J,CHF,,,EBS
SNIXX,,USD,,,NAS
SNOXX,Schwab Treasury Obligations Money Fund,USD,"Schwab Treasury Obligations Money Fund seeks to provide as high a level of current income as is consistent with maintaining liquidity and preserving capital by investing exclusively in U.S. Treasury obligations. Charles Schwab Corporation, headquartered in San Francisco, California, is a leading provider of financial services.",Charles Schwab Family of Funds,NAS
SNRXX,Retirment Government Money Fund,USD,,Schwab Charles Family Funds,NAS
SNSXX,Schwab U.S. Treasury Money Fund,USD,"Schwab U.S. Treasury Money Fund seeks to provide as high a level of current income as is consistent with maintaining liquidity and preserving capital by investing in U.S. Treasury securities. Charles Schwab Corporation, headquartered in San Francisco, California, is a leading provider of financial services.",The Charles Schwab Family of Funds,NAS
SNVXX,Government Money Fund,USD,,Schwab Charles Family Funds,NAS
SOND.SW,SNB SONDERSATZ,CHF,,,EBS
SPAXX,Fidelity Government Money Market Fund,USD,"Fidelity Government Money Market Fund seeks to obtain as high a level of current income as is consistent with the preservation of capital and liquidity by investing in U.S. government securities and repurchase agreements. Fidelity Investments, headquartered in Boston, Massachusetts, is a leading provider of financial services.",Fidelity Hereford Street Trust,NAS
SPEXX,Invesco STIC Prime Portfolio,USD,"Invesco STIC Prime Portfolio seeks to provide current income consistent with capital preservation and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm.",Short-Term Investment Trust,NAS
SPIXX,UBS Select Prime Investor Fund,USD,,,NAS
SPPXX,"UBS (Cay) Select Prime Preferred Fund, Ltd.",USD,,,NAS
SPRXX,Fidelity Money Market Fund,USD,"Fidelity Money Market Fund seeks to obtain as high a level of current income as is consistent with the preservation of capital and liquidity by investing in a diversified portfolio of short-term money market instruments. Fidelity Investments, headquartered in Boston, Massachusetts, is a leading provider of financial services.",Fidelity Hereford Street Trust,NAS
SPSXX,Invesco STIC Prime Portfolio,USD,"Invesco STIC Prime Portfolio seeks to provide current income consistent with capital preservation and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm.",Short-Term Investment Trust,NAS
SPVXX,Invesco STIC Prime Portfolio,USD,"Invesco STIC Prime Portfolio seeks to provide current income consistent with capital preservation and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm.",Short-Term Investment Trust,NAS
SQFXX,,USD,,,NAS
SQIXX,,USD,,,NAS
SQTXX,,USD,,,NAS
SRIXX,Invesco STIC Prime Portfolio,USD,"Invesco STIC Prime Portfolio seeks to provide current income consistent with capital preservation and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm.",Short-Term Investment Trust,NAS
SRMXX,,USD,,,NAS
SRSXX,Invesco STIC Prime Portfolio,USD,"Invesco STIC Prime Portfolio seeks to provide current income consistent with capital preservation and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm.",Short-Term Investment Trust,NAS
SSCXX,Invesco STIC Prime Portfolio,USD,"Invesco STIC Prime Portfolio seeks to provide current income consistent with capital preservation and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm.",Short-Term Investment Trust,NAS
SSHXX,State Street Institutional Liquid Reserves Fund,USD,"State Street Institutional Liquid Reserves Fund is a money market fund managed by State Street, aiming to provide investors with a high level of current income consistent with the preservation of capital and liquidity through investments in high-quality, short-term money market instruments. State Street, headquartered in Boston, MA, is a leading provider of financial services to institutional investors.",,NAS
SSIXX,State Street Institutional Liquid Reserves Fund,USD,"State Street Institutional Liquid Reserves Fund is a money market fund managed by State Street, aiming to provide investors with a high level of current income consistent with the preservation of capital and liquidity through investments in high-quality, short-term money market instruments. State Street, headquartered in Boston, MA, is a leading provider of financial services to institutional investors.",,NAS
SSJXX,State Street Institutional Investment Trust- Treasury Money Market Fund,USD,"State Street Institutional Investment Trust- Treasury Money Market Fund is a money market fund managed by State Street, focusing on investments in U.S. Treasury securities to provide a high level of current income while preserving capital and liquidity. State Street, headquartered in Boston, MA, is a prominent financial services firm serving institutional clients.",State Street Institutional Investment Trust- Treasury Money Market Fund,NAS
SSKXX,State Street Institutional Tax Free Money Market Fund,USD,"State Street Institutional Tax Free Money Market Fund seeks to provide investors with federally tax-exempt current income to the extent consistent with the preservation of capital and maintenance of liquidity through investments in short-term municipal securities. The fund is managed by State Street, a large financial institution headquartered in Boston, Massachusetts.",State Street Institutional Investment Trust,NAS
SSNXX,State Street Institutional Tax Free Money Market Fund,USD,"State Street Institutional Tax Free Money Market Fund seeks to provide investors with federally tax-exempt current income to the extent consistent with the preservation of capital and maintenance of liquidity through investments in short-term municipal securities. The fund is managed by State Street, a large financial institution headquartered in Boston, Massachusetts.",State Street Institutional Investment Trust,NAS
SSOXX,State Street U.S. Government Money Market Portfolio,USD,"State Street U.S. Government Money Market Portfolio is a money market fund managed by State Street that invests primarily in securities issued or guaranteed by the U.S. government or its agencies to provide current income while maintaining liquidity and capital preservation. State Street, headquartered in Boston, MA, provides a range of financial services to institutional investors globally.",State Street Master Funds,NAS
SSPXX,ESG Prime Preferred Fund,USD,"ESG Prime Preferred Fund is a money market fund focused on environmental, social, and governance (ESG) factors, seeking to provide current income consistent with capital preservation and liquidity through investments in high-quality, short-term securities that meet certain ESG criteria. Its specific headquarters and detailed operations require further research.",UBS Series Funds,NAS
SSQXX,State Street Institutional Treasury Plus Money Market,USD,"State Street Institutional Treasury Plus Money Market is a money market fund managed by State Street that invests in U.S. Treasury securities and repurchase agreements backed by such securities, aiming to provide a high level of current income while preserving capital and liquidity. State Street, headquartered in Boston, MA, provides a range of financial services to institutional investors.",State Street Institutional Investment Trust,NAS
SSVXX,State Street Institutional Liquid Reserves Fund,USD,"State Street Institutional Liquid Reserves Fund is a money market fund managed by State Street, aiming to provide investors with a high level of current income consistent with the preservation of capital and liquidity through investments in high-quality, short-term money market instruments. State Street, headquartered in Boston, MA, is a leading provider of financial services to institutional investors.",,NAS
SSYXX,State Street Institutional Liquid Reserves Fund,USD,"State Street Institutional Liquid Reserves Fund is a money market fund managed by State Street, aiming to provide investors with a high level of current income consistent with the preservation of capital and liquidity through investments in high-quality, short-term money market instruments. State Street, headquartered in Boston, MA, is a leading provider of financial services to institutional investors.",,NAS
SSZXX,State Street Institutional Liquid Reserves Fund,USD,"State Street Institutional Liquid Reserves Fund is a money market fund managed by State Street, aiming to provide investors with a high level of current income consistent with the preservation of capital and liquidity through investments in high-quality, short-term money market instruments. State Street, headquartered in Boston, MA, is a leading provider of financial services to institutional investors.",,NAS
STFXX,UBS Select Tax-Free Institutional Fund,USD,"UBS Select Tax-Free Institutional Fund is a money market fund managed by UBS, focusing on providing federally tax-exempt income while preserving capital and liquidity through investments in short-term municipal securities. UBS is a global financial services firm headquartered in Zurich and Basel, Switzerland, offering wealth management, investment banking, and asset management services.",UBS Select Tax-Free Institutional Fund,NAS
STGXX,Money Market Fund,USD,Money Market Fund EMPTY,Wells Fargo Funds Trust,NAS
STLXX,Munder Series Trust Liquidity Money Market Fund,USD,"Munder Series Trust Liquidity Money Market Fund is a money market fund designed to provide current income consistent with capital preservation and liquidity through investments in high-quality, short-term debt securities. It is part of the Munder Series Trust, offering investors access to money market investment strategies.",,NAS
STPXX,UBS Select Treasury Preferred Fund,USD,"UBS Select Treasury Preferred Fund is a money market fund managed by UBS that invests primarily in U.S. Treasury securities, aiming to provide current income while preserving capital and maintaining liquidity. UBS is a global financial services firm headquartered in Zurich and Basel, Switzerland, offering wealth management, investment banking, and asset management services.",UBS Money Series,NAS
STRXX,UBS Select Treasury Investor Fund,USD,"UBS Select Treasury Investor Fund is a money market fund managed by UBS that invests primarily in U.S. Treasury securities, aiming to provide current income while preserving capital and maintaining liquidity. UBS is a global financial services firm headquartered in Zurich and Basel, Switzerland, offering wealth management, investment banking, and asset management services.",,NAS
STTXX,,USD,,,NAS
STUXX,,USD,,,NAS
SUBXX,,USD,,,NAS
SUIXX,,USD,,,NAS
SVUXX,Schwab Variable Share Price Money Fund,USD,"Schwab Variable Share Price Money Fund is a money market fund offered by Charles Schwab, seeking to provide a high level of current income consistent with preserving capital and maintaining liquidity, primarily investing in short-term, high-quality money market instruments. Charles Schwab is a major financial services firm headquartered in Westlake, Texas, providing brokerage, banking, and investment advisory services.",The Charles Schwab Family Of Funds,NAS
SWGXX,Government Money Fund,USD,Government Money Fund EMPTY,Schwab Charles Family Funds,NAS
SWKXX,Schwab California Municipal Money Fund,USD,"Schwab California Municipal Money Fund is a money market fund offered by Charles Schwab, focused on providing California investors with federally tax-exempt income while preserving capital and maintaining liquidity through investments in short-term California municipal securities. Charles Schwab is a major financial services firm headquartered in Westlake, Texas, providing brokerage, banking, and investment advisory services.",The Charles Schwab Family of Funds,NAS
SWOXX,Schwab Municipal Money Fund,USD,"Schwab Municipal Money Fund is a money market fund offered by Charles Schwab, focused on providing investors with federally tax-exempt income while preserving capital and maintaining liquidity through investments in short-term municipal securities. Charles Schwab is a major financial services firm headquartered in Westlake, Texas, providing brokerage, banking, and investment advisory services.",The Charles Schwab Family of Funds,NAS
SWTXX,Schwab Municipal Money Fund,USD,"Schwab Municipal Money Fund is a money market fund offered by Charles Schwab, focused on providing investors with federally tax-exempt income while preserving capital and maintaining liquidity through investments in short-term municipal securities. Charles Schwab is a major financial services firm headquartered in Westlake, Texas, providing brokerage, banking, and investment advisory services.",The Charles Schwab Family of Funds,NAS
SWVXX,Schwab Value Advantage Money Fund,USD,"Schwab Value Advantage Money Fund is a money market fund offered by Charles Schwab, aiming to provide a high level of current income consistent with preserving capital and maintaining liquidity through investments in a diversified portfolio of short-term money market instruments. Charles Schwab is a major financial services firm headquartered in Westlake, Texas, providing brokerage, banking, and investment advisory services.",The Charles Schwab Family of Funds,NAS
SWWXX,Schwab AMT Tax-Free Money Fund,USD,"Schwab AMT Tax-Free Money Fund is a money market fund offered by Charles Schwab that seeks to provide current income exempt from federal income tax and the alternative minimum tax (AMT) while preserving capital and maintaining liquidity through investment in municipal securities. Charles Schwab is a major financial services firm headquartered in Westlake, Texas, providing brokerage, banking, and investment advisory services.",The Charles Schwab Family of Funds,NAS
SWYXX,Schwab New York Municipal Money Fund,USD,"Schwab New York Municipal Money Fund is a money market fund offered by Charles Schwab, focused on providing New York investors with federally and state tax-exempt income while preserving capital and maintaining liquidity through investments in short-term New York municipal securities. Charles Schwab is a major financial services firm headquartered in Westlake, Texas, providing brokerage, banking, and investment advisory services.",The Charles Schwab Family of Funds,NAS
TACXX,Invesco Treasury Obligations Portfolio,USD,"Invesco Treasury Obligations Portfolio is a money market fund managed by Invesco, focusing on investments in U.S. Treasury securities to provide current income while preserving capital and maintaining liquidity. Invesco is a global investment management firm headquartered in Atlanta, Georgia, offering a wide range of investment solutions to institutions and individuals.",Short-Term Investment Trust,NAS
TAQXX,State Street Institutional Investment Trust -Treasury Obligations Money Market Fund,USD,"State Street Institutional Investment Trust -Treasury Obligations Money Market Fund is a money market fund managed by State Street, investing in obligations issued or guaranteed by the U.S. Treasury, seeking to provide current income while preserving capital and maintaining liquidity. State Street, headquartered in Boston, MA, is a prominent financial services firm serving institutional clients.",State Street Institutional Investment Trust -Treasury Obligations Money Market Fund,NAS
TBIXX,Federated Tax-Free Obligations Fund,USD,"Federated Tax-Free Obligations Fund seeks to provide investors with current income exempt from federal income taxes, consistent with stability of principal, through investments in short-term municipal obligations. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager providing various investment products and services.",Money Market Obligations Trust,NAS
TBSXX,Federated Tax-Free Obligations Fund,USD,"Federated Tax-Free Obligations Fund seeks to provide investors with current income exempt from federal income taxes, consistent with stability of principal, through investments in short-term municipal obligations. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager providing various investment products and services.",Money Market Obligations Trust,NAS
TBVXX,Federated Tax-Free Obligations Fund,USD,"Federated Tax-Free Obligations Fund seeks to provide investors with current income exempt from federal income taxes, consistent with stability of principal, through investments in short-term municipal obligations. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager providing various investment products and services.",Money Market Obligations Trust,NAS
TCBXX,T. Rowe Price California Tax-Free Money Fund,USD,"T. Rowe Price California Tax-Free Money Fund is a money market fund managed by T. Rowe Price, focusing on providing California investors with federally and state tax-exempt income while preserving capital and maintaining liquidity through investments in short-term California municipal securities. T. Rowe Price is a global investment management firm headquartered in Baltimore, Maryland.",T. Rowe Price California Tax-Free Income Trust,NAS
TCDXX,TempCash,USD,TempCash EMPTY,BlackRock Liquidity Funds,NAS
TCGXX,Government II Fund,USD,Government II Fund EMPTY,SEI Daily Income Trust,NAS
TCIXX,TIAA-CREF Money Market Fund,USD,"TIAA-CREF Money Market Fund is a money market fund managed by TIAA, aiming to provide current income consistent with capital preservation and liquidity through investments in high-quality, short-term money market instruments. TIAA is a financial services organization headquartered in New York City, serving the financial needs of those in the academic, research, medical, cultural, and governmental fields.",TIAA-CREF Funds,NAS
TCPXX,Prime Obligation Fund,USD,Prime Obligation Fund EMPTY,SEI Daily Income Trust,NAS
TCRXX,Premium Money Market Fund,USD,Premium Money Market Fund EMPTY,American Century Investment Trust,NAS
TCSXX,Federated Trust for U.S. Treasury Obligations,USD,"Federated Trust for U.S. Treasury Obligations is a money market fund managed by Federated Hermes, focusing on investments in U.S. Treasury securities and repurchase agreements collateralized by such securities, aiming to provide current income while preserving capital and maintaining liquidity. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager.",Money Market Obligations Trust,NAS
TDDXX,FedFund,USD,FedFund EMPTY,BlackRock Liquidity Funds,NAS
TDOXX,TempFund,USD,TempFund EMPTY,BlackRock Liquidity Funds,NAS
TEAXX,,USD,,,NAS
TERXX,"T. Rowe Price Tax-Exempt Money Fund, Inc.",USD,"T. Rowe Price Tax-Exempt Money Fund, Inc. is a money market fund managed by T. Rowe Price, focusing on providing investors with federally tax-exempt income while preserving capital and maintaining liquidity through investments in short-term municipal securities. T. Rowe Price is a global investment management firm headquartered in Baltimore, Maryland.","T. Rowe Price Tax-Exempt Money Fund, Inc.",NAS
TFCXX,Bear Stearns Premier Choice Fund,USD,Bear Stearns Premier Choice Fund EMPTY,BlackRock Liquidity Funds,NAS
TFDXX,FedFund,USD,FedFund EMPTY,BlackRock Liquidity Funds,NAS
TFEXX,T-Fund,USD,T-Fund EMPTY,BlackRock Liquidity Funds,NAS
TFFXX,Federal Trust Fund,USD,Federal Trust Fund EMPTY,BlackRock Liquidity Funds,NAS
TFOXX,Invesco Tax-Free Cash Reserve Portfolio,USD,"Invesco Tax-Free Cash Reserve Portfolio is a money market fund managed by Invesco, focused on providing investors with federally tax-exempt income while preserving capital and maintaining liquidity through investments in short-term municipal securities. Invesco is a global investment management firm headquartered in Atlanta, Georgia.",Short-Term Investment Trust,NAS
TFPXX,Invesco Tax-Free Cash Reserve Portfolio,USD,"Invesco Tax-Free Cash Reserve Portfolio is a money market fund managed by Invesco, focused on providing investors with federally tax-exempt income while preserving capital and maintaining liquidity through investments in short-term municipal securities. Invesco is a global investment management firm headquartered in Atlanta, Georgia.",Short-Term Investment Trust,NAS
TFRXX,,USD,,,NAS
THMXX,,USD,,,NAS
TIEXX,TIAA-CREF Money Market Fund,USD,"TIAA-CREF Money Market Fund is a money market fund managed by TIAA, aiming to provide current income consistent with capital preservation and liquidity through investments in high-quality, short-term money market instruments. TIAA is a financial services organization headquartered in New York City, serving the financial needs of those in the academic, research, medical, cultural, and governmental fields.",TIAA-CREF Funds,NAS
TILXX,International Liquid Reserves Fund,USD,International Liquid Reserves Fund EMPTY,State Street Institutional Investment Trust,NAS
TIMXX,U.S. Government Money Market Fund,USD,U.S. Government Money Market Fund EMPTY,RBC Funds Trust,NAS
TIPXX,Tamarack Institutional Prime Money Market Fund,USD,"Tamarack Institutional Prime Money Market Fund is a money market fund that seeks to provide current income consistent with preserving capital and maintaining liquidity by investing in high-quality, short-term money market instruments. Specific details about Tamarack's headquarters and operations require further investigation.",Tamarack Funds Trust,NAS
TIRXX,TIAA-CREF Money Market Fund,USD,"TIAA-CREF Money Market Fund is a money market fund managed by TIAA, aiming to provide current income consistent with capital preservation and liquidity through investments in high-quality, short-term money market instruments. TIAA is a financial services organization headquartered in New York City, serving the financial needs of those in the academic, research, medical, cultural, and governmental fields.",TIAA-CREF Funds,NAS
TISXX,Federated Hermes U.S. Treasury Cash Reserves,USD,"Federated Hermes U.S. Treasury Cash Reserves is a money market fund managed by Federated Hermes, focusing on investments in U.S. Treasury securities and repurchase agreements collateralized by such securities, aiming to provide current income while preserving capital and maintaining liquidity. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager.",Money Market Obligations Trust,NAS
TITXX,RBC Institutional Tax-Free Money Market Fund,USD,"RBC Institutional Tax-Free Money Market Fund is a money market fund managed by RBC Global Asset Management (U.S.) Inc., seeking to provide current income exempt from federal income tax consistent with capital preservation and liquidity, primarily investing in short-term municipal obligations. RBC Global Asset Management is a subsidiary of Royal Bank of Canada, a diversified financial services company.",RBC Funds Trust,NAS
TMBXX,,USD,,,NAS
TMCXX,TempCash,USD,TempCash EMPTY,BlackRock Liquidity Funds,NAS
TMDXX,T. Rowe Price Maryland Tax-Free Money Fund,USD,"T. Rowe Price Maryland Tax-Free Money Fund is a money market fund managed by T. Rowe Price, focusing on providing Maryland investors with federally and state tax-exempt income while preserving capital and maintaining liquidity through investments in short-term Maryland municipal securities. T. Rowe Price is a global investment management firm headquartered in Baltimore, Maryland.",T. Rowe Price State Tax-Free Income Trust,NAS
TMHXX,Money Market Fund,USD,Money Market Fund EMPTY,TIAA-CREF Life Funds,NAS
TMPXX,TempFund,USD,TempFund EMPTY,BlackRock Liquidity Funds,NAS
TOAXX,Federated Treasury Obligations Fund,USD,"Federated Treasury Obligations Fund is a money market fund managed by Federated Hermes, focusing on investments in U.S. Treasury securities and repurchase agreements collateralized by such securities, aiming to provide current income while preserving capital and maintaining liquidity. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager.",Money Market Obligations Trust,NAS
TOCXX,Federated Treasury Obligations Fund,USD,"Federated Treasury Obligations Fund is a money market fund managed by Federated Hermes, focusing on investments in U.S. Treasury securities and repurchase agreements collateralized by such securities, aiming to provide current income while preserving capital and maintaining liquidity. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager.",Money Market Obligations Trust,NAS
TOIXX,Federated Treasury Obligations Fund,USD,"Federated Treasury Obligations Fund is a money market fund managed by Federated Hermes, focusing on investments in U.S. Treasury securities and repurchase agreements collateralized by such securities, aiming to provide current income while preserving capital and maintaining liquidity. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager.",Money Market Obligations Trust,NAS
TOSXX,Federated Treasury Obligations Fund,USD,"Federated Treasury Obligations Fund is a money market fund managed by Federated Hermes, focusing on investments in U.S. Treasury securities and repurchase agreements collateralized by such securities, aiming to provide current income while preserving capital and maintaining liquidity. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager.",Money Market Obligations Trust,NAS
TOTXX,Federated Treasury Obligations Fund,USD,"Federated Treasury Obligations Fund is a money market fund managed by Federated Hermes, focusing on investments in U.S. Treasury securities and repurchase agreements collateralized by such securities, aiming to provide current income while preserving capital and maintaining liquidity. Federated Hermes, located in Pittsburgh, PA, is a diversified global investment manager.",Money Market Obligations Trust,NAS
TPFXX,Invesco Treasury Portfolio,USD,"Invesco Treasury Portfolio is a money market fund managed by Invesco, focusing on investments in U.S. Treasury securities to provide current income while preserving capital and maintaining liquidity. Invesco is a global investment management firm headquartered in Atlanta, Georgia, offering a wide range of investment solutions to institutions and individuals.",Short-Term Investment Trust,NAS
TPIXX,State Street Institutional Treasury Plus Money Market,USD,"State Street Institutional Treasury Plus Money Market is a money market fund managed by State Street that invests in U.S. Treasury securities and repurchase agreements backed by such securities, aiming to provide a high level of current income while preserving capital and liquidity. State Street, headquartered in Boston, MA, provides a range of financial services to institutional investors.",State Street Institutional Investment Trust,NAS
TPLXX,International Treasure Plus Money Market Fund,USD,International Treasure Plus Money Market Fund EMPTY,State Street Institutional Investment Trust,NAS
TPPXX,TIAA-CREF Money Market Fund,USD,"TIAA-CREF Money Market Fund is a money market fund managed by TIAA, aiming to provide current income consistent with capital preservation and liquidity through investments in high-quality, short-term money market instruments. TIAA is a financial services organization headquartered in New York City, serving the financial needs of those in the academic, research, medical, cultural, and governmental fields.",TIAA-CREF Funds,NAS
TPTXX,Treasury Trust Fund,USD,Treasury Trust Fund EMPTY,BlackRock Liquidity Funds,NAS
TPVXX,State Street Institutional Treasury Plus Money Market,USD,"State Street Institutional Treasury Plus Money Market is a money market fund managed by State Street that invests in U.S. Treasury securities and repurchase agreements backed by such securities, aiming to provide a high level of current income while preserving capital and liquidity. State Street, headquartered in Boston, MA, provides a range of financial services to institutional investors.",State Street Institutional Investment Trust,NAS
TRCXX,Invesco Tax-Free Cash Reserve Portfolio,USD,"Invesco Tax-Free Cash Reserve Portfolio is a money market fund managed by Invesco, focused on providing investors with federally tax-exempt income while preserving capital and maintaining liquidity through investments in short-term municipal securities. Invesco is a global investment management firm headquartered in Atlanta, Georgia.",Short-Term Investment Trust,NAS
TRGXX,T. Rowe Price U.S. Treasury Money Fund,USD,"T. Rowe Price U.S. Treasury Money Fund is a money market fund managed by T. Rowe Price, investing primarily in U.S. Treasury securities to provide current income while preserving capital and maintaining liquidity. T. Rowe Price is a global investment management firm headquartered in Baltimore, Maryland.","T. Rowe Price U.S. Treasury Funds, Inc.",NAS
TRIXX,Treasury Fund,USD,Treasury Fund EMPTY,State Street Institutional Investment Trust,NAS
TRLXX,,USD,,,NAS
TRNXX,T. Rowe Price New York Tax-Free Money Fund,USD,"T. Rowe Price New York Tax-Free Money Fund is a money market fund managed by T. Rowe Price, focusing on providing New York investors with federally and state tax-exempt income while preserving capital and maintaining liquidity through investments in short-term New York municipal securities. T. Rowe Price is a global investment management firm headquartered in Baltimore, Maryland.",T. Rowe Price State Tax-Free Income Trust,NAS
